NM_URNA_CANDIDATO,SG_PARTIDO,IDEOLOGIA_PARTIDO,SG_UF,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,VR_BEM_CANDIDATO,AGRUPAMENTO_BENS,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
GLEISON BASTOS DE MELO,AGIR,Direita,PI,MASCULINO,PARDA,38.0,nan,nan,ENSINO MÉDIO COMPLETO,AGENTE ADMINISTRATIVO,N,NÃO DIVULGÁVEL,3688
PROFESSOR MÁXIMO LUSTOSA,PSOL,Esquerda,RJ,MASCULINO,PRETA,51.0,2000.0,BENS_G4,SUPERIOR COMPLETO,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,N,NÃO DIVULGÁVEL,5012
LIA LOURENÇO,PTB,Direita,PB,FEMININO,PARDA,37.0,nan,nan,SUPERIOR INCOMPLETO,GERENTE,N,NÃO DIVULGÁVEL,1415
ESTER LEMOS,PMN,Esquerda,AM,FEMININO,BRANCA,50.0,nan,nan,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,3399
PAOLO KUCERA,PODE,Direita,RS,MASCULINO,BRANCA,41.0,nan,nan,LÊ E ESCREVE,OUTROS,N,NÃO DIVULGÁVEL,1950
SIDNEY CRUZ,SOLIDARIEDADE,Centro,SP,MASCULINO,PARDA,50.0,875014.0,BENS_G1,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,7702
SARGENTO MELLO CASAL,PTB,Direita,MG,MASCULINO,BRANCA,50.0,280575.0,BENS_G2,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1456
VIRGÍNIA ALVES,PMB,Direita,SP,FEMININO,BRANCA,58.0,62204.0,BENS_G4,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,3500
WILSINHO MACIEL,UNIÃO,Direita,PE,MASCULINO,BRANCA,46.0,360500.0,BENS_G2,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4469
NEGO SOUZA,PODE,Direita,SC,MASCULINO,BRANCA,52.0,780000.0,BENS_G1,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1987
MARIA JOAQUINA,PDT,Esquerda,SP,FEMININO,BRANCA,47.0,nan,nan,SUPERIOR COMPLETO,AGENTE ADMINISTRATIVO,N,NÃO DIVULGÁVEL,1275
FELIPE PEIXOTO,PSD,Direita,RJ,MASCULINO,BRANCA,45.0,698330.0,BENS_G2,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,5512
VIVIANE MATOS,UNIÃO,Direita,MG,FEMININO,BRANCA,47.0,190090.0,BENS_G3,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,4423
MARILYN WERNER,SOLIDARIEDADE,Centro,RJ,FEMININO,BRANCA,49.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,7704
HENRIQUE ARAUJO,NOVO,Direita,GO,MASCULINO,BRANCA,33.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,3033
HOSANA DA HORTA GIRASSOL,CIDADANIA,Esquerda,DF,FEMININO,PARDA,51.0,nan,nan,ENSINO MÉDIO COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,2322
FILIPE BARROS,PL,Direita,PR,MASCULINO,BRANCA,31.0,289051.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,2201
ANY ORTIZ,CIDADANIA,Esquerda,RS,FEMININO,BRANCA,39.0,1634440.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,2323
SUELY OURO,PSD,Direita,SE,FEMININO,BRANCA,49.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,5510
CAL ME AJUDE,PDT,Esquerda,BA,MASCULINO,PRETA,52.0,nan,nan,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,1223
DR WALTER PEDRA NO SAPATO,PSDB,Centro,PA,MASCULINO,PARDA,41.0,90000.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,4599
ESTEVÃO DO RACHIM,PSC,Direita,MG,MASCULINO,PARDA,40.0,510000.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2030
ALEXANDRE LINDENMEYER,PT,Esquerda,RS,MASCULINO,BRANCA,59.0,1109385.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1311
DR MÁRCIO,UNIÃO,Direita,AL,MASCULINO,PARDA,58.0,910000.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,4477
GEOVANIA DE SÁ,PSDB,Centro,SC,FEMININO,BRANCA,50.0,879826.0,BENS_G1,SUPERIOR COMPLETO,ADMINISTRADOR,S,NÃO DIVULGÁVEL,4577
EDÉSIO NASCIMENTO,PROS,Centro,MA,MASCULINO,PARDA,55.0,660000.0,BENS_G2,ENSINO MÉDIO COMPLETO,CANTOR E COMPOSITOR,N,NÃO DIVULGÁVEL,9087
STELLA CARVALHO,PROS,Centro,MG,FEMININO,PRETA,61.0,167561.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO CIVIL APOSENTADO,N,NÃO DIVULGÁVEL,9055
EDUARDO CURY,PSDB,Centro,SP,MASCULINO,BRANCA,59.0,1521962.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,4515
DILSON OLIVEIRA,UNIÃO,Direita,PE,MASCULINO,BRANCA,53.0,90000.0,BENS_G3,ENSINO MÉDIO COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,4456
PRISCILA RAINHA DO REBOQUE,PL,Direita,RJ,FEMININO,PRETA,38.0,nan,nan,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2215
ZÊNIS DE AQUINO,PT,Esquerda,TO,MASCULINO,PARDA,68.0,438638.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1325
RUBYA COLFERAI,PRTB,Direita,PR,FEMININO,BRANCA,23.0,nan,nan,ENSINO MÉDIO COMPLETO,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,N,NÃO DIVULGÁVEL,2887
DR ZACHARIAS CALIL,UNIÃO,Direita,GO,MASCULINO,BRANCA,69.0,4420726.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,S,NÃO DIVULGÁVEL,4480
NOGUEIRA PROTETOR,CIDADANIA,Esquerda,MA,MASCULINO,PARDA,55.0,232481.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2363
SARGENTO STIER,REDE,Esquerda,PR,MASCULINO,BRANCA,54.0,383000.0,BENS_G2,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,1821
JORNALISTA GERSON GARCIA,DC,Direita,PR,MASCULINO,BRANCA,54.0,345000.0,BENS_G2,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,2717
JULIANNA COSTA,PSB,Esquerda,PA,FEMININO,BRANCA,39.0,323381.0,BENS_G2,SUPERIOR COMPLETO,FONOAUDIÓLOGO,N,NÃO DIVULGÁVEL,4030
FÁBIO SÉRVIO,PODE,Direita,PI,MASCULINO,BRANCA,43.0,500000.0,BENS_G2,ENSINO MÉDIO COMPLETO,PUBLICITÁRIO,N,NÃO DIVULGÁVEL,1944
MARIANA LOPES,PSB,Esquerda,PR,FEMININO,PRETA,41.0,85324.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,4099
THAIS QUINTANA,PSB,Esquerda,RS,FEMININO,PARDA,41.0,nan,nan,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,4067
COELHINHO,PDT,Esquerda,SE,MASCULINO,PARDA,39.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1233
DR. EVANDRO LEITÃO,REPUBLICANOS,Direita,PA,MASCULINO,PRETA,50.0,370000.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1050
PAULINHO BEBE,PROS,Centro,RJ,MASCULINO,PARDA,47.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,9039
LEANDRO FARIAS,PODE,Direita,RJ,MASCULINO,BRANCA,33.0,325000.0,BENS_G2,SUPERIOR COMPLETO,FARMACÊUTICO,N,NÃO DIVULGÁVEL,1998
DRA ARLETE,REDE,Esquerda,PR,FEMININO,BRANCA,61.0,272567.0,BENS_G3,SUPERIOR COMPLETO,ODONTÓLOGO,N,NÃO DIVULGÁVEL,1811
ARTUR PEREIRA,PRTB,Direita,ES,MASCULINO,PARDA,37.0,20000.0,BENS_G4,ENSINO MÉDIO COMPLETO,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,N,NÃO DIVULGÁVEL,2822
MARIA IZABEL GARCIA,PATRIOTA,Direita,RS,FEMININO,BRANCA,54.0,8000.0,BENS_G4,ENSINO MÉDIO INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,5199
DR MANGABEIRA,PL,Direita,BA,MASCULINO,PARDA,67.0,2744570.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,2236
REMY SOARES,PP,Direita,MA,MASCULINO,BRANCA,32.0,1567500.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,1144
PROF. LUCIANE CAMBUIM,AGIR,Direita,SP,FEMININO,BRANCA,51.0,400000.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,3624
MAURO ALMEIDA,PL,Direita,RS,MASCULINO,BRANCA,61.0,382210.0,BENS_G2,SUPERIOR COMPLETO,BANCÁRIO E ECONOMIÁRIO,N,NÃO DIVULGÁVEL,2205
DOMINGOS NETO,PSD,Direita,CE,MASCULINO,BRANCA,34.0,636555.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,5555
MARIA NEVES,SOLIDARIEDADE,Centro,PR,FEMININO,PRETA,48.0,30000.0,BENS_G4,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,7751
EMIR MARZANO,PL,Direita,MG,MASCULINO,BRANCA,43.0,1760000.0,BENS_G1,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2251
JOSE ROBERTO,REPUBLICANOS,Direita,MG,MASCULINO,BRANCA,44.0,170000.0,BENS_G3,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1026
ISMITIANY REZENDE,NOVO,Direita,MA,FEMININO,BRANCA,40.0,330000.0,BENS_G2,SUPERIOR COMPLETO,NUTRICIONISTA E ASSEMELHADOS,N,NÃO DIVULGÁVEL,3040
TENENTE ASSIS,PTB,Direita,ES,MASCULINO,PARDA,45.0,357990.0,BENS_G2,SUPERIOR COMPLETO,BOMBEIRO MILITAR,N,NÃO DIVULGÁVEL,1414
JOSI HEINECK,PTB,Direita,SC,FEMININO,BRANCA,35.0,288095.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1454
RONALDO BIZOTTO,PP,Direita,PR,MASCULINO,BRANCA,41.0,315821.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1112
JOSÉ MAIA,PRTB,Direita,RJ,MASCULINO,PARDA,58.0,nan,nan,SUPERIOR INCOMPLETO,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,N,NÃO DIVULGÁVEL,2853
VIVI FERNANDES,PROS,Centro,BA,FEMININO,PARDA,40.0,50000.0,BENS_G4,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,9013
MARIA BONITA DE GOIÁS,PMN,Esquerda,GO,FEMININO,PARDA,57.0,nan,nan,SUPERIOR COMPLETO,DIRETOR DE EMPRESAS,N,NÃO DIVULGÁVEL,3351
BONECO,PODE,Direita,RJ,MASCULINO,BRANCA,46.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1933
LINCOLN PORTELA,PL,Direita,MG,MASCULINO,BRANCA,69.0,1638090.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,2233
DR EURÍPEDES MOREIRA,AVANTE,Centro,GO,MASCULINO,PARDA,60.0,28159.0,BENS_G4,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,7080
LUCIANO NASSAR,AGIR,Direita,SP,MASCULINO,BRANCA,56.0,250050.0,BENS_G3,SUPERIOR COMPLETO,ESCRITOR E CRÍTICO,N,NÃO DIVULGÁVEL,3659
DANIEL SANTOS,PSDB,Centro,MG,MASCULINO,PRETA,46.0,105551.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,4570
CLÁUDIA ÁVILA,PSOL,Esquerda,RS,FEMININO,BRANCA,56.0,300000.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,5013
ROBERTINHO FERNANDES,PV,Esquerda,MT,MASCULINO,BRANCA,52.0,238966.0,BENS_G3,SUPERIOR COMPLETO,"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",N,NÃO DIVULGÁVEL,4355
SOFIA BRANQUINHO,AVANTE,Centro,MG,FEMININO,BRANCA,22.0,nan,nan,SUPERIOR COMPLETO,CIENTISTA POLÍTICO,N,NÃO DIVULGÁVEL,7002
ENFERMEIRA CRISTIANE COLARES,REPUBLICANOS,Direita,CE,FEMININO,BRANCA,44.0,nan,nan,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,1013
CHICÃO SINCERO,MDB,Centro,MG,MASCULINO,BRANCA,65.0,38563.0,BENS_G4,SUPERIOR COMPLETO,SERVIDOR PÚBLICO CIVIL APOSENTADO,N,NÃO DIVULGÁVEL,1555
FABIO SOARES,PSDB,Centro,SP,MASCULINO,BRANCA,48.0,493968.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,4532
FABRICIO CARVALHO,PATRIOTA,Direita,SP,MASCULINO,PRETA,44.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,PUBLICITÁRIO,N,NÃO DIVULGÁVEL,5179
WASHIGTON SANTOS,PSC,Direita,SP,MASCULINO,PARDA,41.0,nan,nan,SUPERIOR INCOMPLETO,ELETRICISTA E ASSEMELHADOS,N,NÃO DIVULGÁVEL,2039
DR LUIZ SETTI,PTB,Direita,PR,MASCULINO,BRANCA,70.0,2143903.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,1407
ÁTILA A. NUNES,PSD,Direita,RJ,MASCULINO,BRANCA,48.0,3839109.0,BENS_G1,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,5507
NENÊ,DC,Direita,SE,MASCULINO,BRANCA,64.0,160000.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2759
CAMILA RIBEIRO,NOVO,Direita,PR,FEMININO,PARDA,24.0,22646.0,BENS_G4,ENSINO MÉDIO COMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,3011
CHARBEL CAPAZ,NOVO,Direita,RJ,MASCULINO,BRANCA,57.0,5000000.0,BENS_G1,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,3039
LOURDES PETRONILHO,PSB,Esquerda,RJ,FEMININO,PRETA,68.0,27828.0,BENS_G4,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,4054
WALDIR FERRAZ,PL,Direita,RJ,MASCULINO,PARDA,71.0,nan,nan,SUPERIOR INCOMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,2206
DANIELLE SUZUKI,SOLIDARIEDADE,Centro,PR,FEMININO,BRANCA,52.0,476226.0,BENS_G2,SUPERIOR COMPLETO,ANALISTA DE SISTEMAS,N,NÃO DIVULGÁVEL,7714
BENHUR PEDROSO,PSOL,Esquerda,RS,MASCULINO,PRETA,46.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,5053
LUIZÃO GOULART,SOLIDARIEDADE,Centro,PR,MASCULINO,BRANCA,60.0,1800312.0,BENS_G1,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,S,NÃO DIVULGÁVEL,7788
REVERENDO JOSÉ GÓES,PATRIOTA,Direita,SP,MASCULINO,BRANCA,43.0,6436.0,BENS_G4,SUPERIOR COMPLETO,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,N,NÃO DIVULGÁVEL,5112
UMBELINO JUNIOR,PL,Direita,MA,MASCULINO,BRANCA,41.0,1773981.0,BENS_G1,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,2266
EDUARDO SANTOS,PTB,Direita,CE,MASCULINO,PARDA,41.0,nan,nan,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,1415
CAPITÃO FARIAS,PODE,Direita,CE,MASCULINO,BRANCA,51.0,362000.0,BENS_G2,SUPERIOR COMPLETO,MILITAR REFORMADO,N,NÃO DIVULGÁVEL,1901
LEANDRO PAGGIARO,PCO,Esquerda,SP,MASCULINO,BRANCA,40.0,23800.0,BENS_G4,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2901
PROFESSOR MONTENEGRO,AGIR,Direita,PB,MASCULINO,PARDA,48.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,3613
IRMAO DINIZ,PMN,Esquerda,PE,MASCULINO,PRETA,51.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,3322
SARGENTO DENISE BRASIL,MDB,Centro,GO,FEMININO,PARDA,45.0,415421.0,BENS_G2,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,1540
JOSMAR DO ARTESANATO,PRTB,Direita,MG,MASCULINO,PARDA,43.0,400600.0,BENS_G2,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2882
TAMIRES SAMPAIO,PT,Esquerda,SP,FEMININO,PRETA,29.0,983.0,BENS_G4,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1328
MARCO ANTONIO PINTO,NOVO,Direita,SP,MASCULINO,BRANCA,59.0,nan,nan,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,3021
CÉLIO MOURA,PT,Esquerda,TO,MASCULINO,BRANCA,69.0,1361574.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,1333
LUIZ CARLOS,UNIÃO,Direita,MG,MASCULINO,BRANCA,61.0,1227728.0,BENS_G1,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,4432
MARCIO LABRE,PL,Direita,RJ,MASCULINO,BRANCA,48.0,450000.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,2252
NEGÃO DO PT,PT,Esquerda,PR,MASCULINO,PRETA,56.0,32800.0,BENS_G4,ENSINO MÉDIO INCOMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,1302
JACQUELINE MORAES,PSB,Esquerda,ES,FEMININO,PRETA,47.0,307640.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,4023
JOAO MAURICIO,PSC,Direita,RJ,MASCULINO,BRANCA,67.0,263575.0,BENS_G3,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,2012
DR. JOSÉ VENDELINO,PT,Esquerda,MG,MASCULINO,BRANCA,68.0,1700093.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1308
LENILDA LUNA,UP,Esquerda,AL,FEMININO,PARDA,56.0,87620.0,BENS_G3,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,8080
JOCEVAL RODRIGUES,CIDADANIA,Esquerda,BA,MASCULINO,PRETA,52.0,344146.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,2300
DR AMILTON,PSB,Esquerda,SP,MASCULINO,BRANCA,40.0,6393.0,BENS_G4,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,4088
DELEGADA ROSEMARY,PL,Direita,ES,FEMININO,BRANCA,64.0,543990.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,2234
ALBERTO BRIZOLA,UNIÃO,Direita,RJ,MASCULINO,BRANCA,63.0,nan,nan,SUPERIOR COMPLETO,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,N,NÃO DIVULGÁVEL,4414
MILO DA DISTRIBUIDORA,CIDADANIA,Esquerda,MG,MASCULINO,PRETA,55.0,70700.0,BENS_G4,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2356
LUCIENE CAVALCANTE,PSOL,Esquerda,SP,FEMININO,BRANCA,43.0,266861.0,BENS_G3,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,5089
ANINHA SANTOS LIMA,PSD,Direita,PR,FEMININO,BRANCA,35.0,491.0,BENS_G4,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,5577
MISSIONÁRIA CIRLEY BOTÊLHO,PSC,Direita,AM,FEMININO,PARDA,49.0,100000.0,BENS_G3,ENSINO MÉDIO COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,2073
PROFESSOR DANIEL,PDT,Esquerda,PA,MASCULINO,BRANCA,50.0,80000.0,BENS_G3,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,1269
RAQUEL VONSOSKI,PROS,Centro,MS,FEMININO,BRANCA,49.0,nan,nan,ENSINO MÉDIO COMPLETO,VIGILANTE,N,NÃO DIVULGÁVEL,9099
DELBIO TERUEL,UNIÃO,Direita,SP,MASCULINO,BRANCA,56.0,922082.0,BENS_G1,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,4499
GUILHERME PRADO,PSOL,Esquerda,SP,MASCULINO,BRANCA,32.0,48309.0,BENS_G4,SUPERIOR COMPLETO,SOCIÓLOGO,N,NÃO DIVULGÁVEL,5055
DR PINHEIRO,PSC,Direita,PR,MASCULINO,BRANCA,68.0,576000.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,2077
LARISSA BARROS,PSOL,Esquerda,BA,FEMININO,PRETA,38.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,5012
GALEGA DO POVO,SOLIDARIEDADE,Centro,PB,FEMININO,BRANCA,49.0,250000.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,7777
IGOR COIMBRA MANHANI,PP,Direita,SP,MASCULINO,BRANCA,27.0,69978.0,BENS_G4,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1129
MARCOS GUERRA,UNIÃO,Direita,SP,MASCULINO,BRANCA,54.0,1144880.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4490
TALIRIA PETRONE,PSOL,Esquerda,RJ,FEMININO,PRETA,37.0,19498.0,BENS_G4,SUPERIOR COMPLETO,DEPUTADO,N,NÃO DIVULGÁVEL,5077
EGRE GUERRA,DC,Direita,PE,FEMININO,PARDA,53.0,nan,nan,ENSINO MÉDIO COMPLETO,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,N,NÃO DIVULGÁVEL,2708
ALEXANDRE MADONADO,PSC,Direita,PA,MASCULINO,PARDA,46.0,nan,nan,ENSINO MÉDIO COMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,2045
ELISA SANCHES,PATRIOTA,Direita,RJ,FEMININO,BRANCA,41.0,10000.0,BENS_G4,SUPERIOR INCOMPLETO,ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS,N,NÃO DIVULGÁVEL,5169
SENNA,AGIR,Direita,MS,MASCULINO,PARDA,57.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,3655
PROFESSOR TÓVI,PL,Direita,RS,MASCULINO,INDÍGENA,61.0,430387.0,BENS_G2,SUPERIOR COMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,2299
DR LAURO GUIRLANDA,UNIÃO,Direita,MG,MASCULINO,BRANCA,44.0,812000.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,4405
LINDDA FLÁVIA,PDT,Esquerda,AL,FEMININO,BRANCA,26.0,nan,nan,SUPERIOR INCOMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,1222
PAULO ROSSI,REPUBLICANOS,Direita,PR,MASCULINO,PARDA,52.0,823337.0,BENS_G1,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1077
GEIZIANNE SILVA,PROS,Centro,MT,FEMININO,PARDA,35.0,209600.0,BENS_G3,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,9099
FLAVIA BERTHIER,PSC,Direita,MA,FEMININO,BRANCA,50.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2000
CLEIDIANE OLIVEIRA,DC,Direita,ES,FEMININO,PARDA,34.0,nan,nan,ENSINO MÉDIO COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,2788
DELEGADO DA CUNHA,PP,Direita,SP,MASCULINO,PRETA,45.0,266972.0,BENS_G3,SUPERIOR COMPLETO,POLICIAL CIVIL,N,NÃO DIVULGÁVEL,1122
MARIA LUCIMAR,PSOL,Esquerda,MA,FEMININO,PRETA,57.0,nan,nan,LÊ E ESCREVE,TRABALHADOR RURAL,N,NÃO DIVULGÁVEL,5081
DELEGADO HELIOMAR,UNIÃO,Direita,RS,MASCULINO,BRANCA,54.0,940000.0,BENS_G1,SUPERIOR COMPLETO,POLICIAL CIVIL,N,NÃO DIVULGÁVEL,4422
